NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-09 03:28:16

BUY SIGNALS (1012):
  RELIANCE.NS     | Price: 1334.80 | Entry:  1308.1 | Target: 1449.23 | Risk: LOW       
  BSHSL.NS        | Price:   91.00 | Entry:   89.18 | Target:  106.89 | Risk: LOW       
  ATULAUTO.NS     | Price:  576.90 | Entry:  565.36 | Target:  690.15 | Risk: LOW       
  YUKEN.NS        | Price:  800.05 | Entry:  784.05 | Target:  931.21 | Risk: LOW       
  DIFFNKG.NS      | Price:  441.00 | Entry:  432.18 | Target:  527.34 | Risk: LOW       
  ONEPOINT.NS     | Price:   60.33 | Entry:   59.12 | Target:   69.86 | Risk: LOW       
  CAPITALSFB.NS   | Price:  296.20 | Entry:  290.28 | Target:  332.49 | Risk: LOW       
  ASIANTILES.NS   | Price:   55.11 | Entry:   54.01 | Target:   77.89 | Risk: LOW       
  RICOAUTO.NS     | Price:  151.53 | Entry:   148.5 | Target:  189.77 | Risk: LOW       
  AURUM.NS        | Price:  226.01 | Entry:  221.49 | Target:  278.01 | Risk: LOW       
  ADVENTHTL.NS    | Price:  147.67 | Entry:  144.72 | Target:  171.07 | Risk: LOW       
  VASCONEQ.NS     | Price:   33.64 | Entry:   32.97 | Target:   39.05 | Risk: LOW       
  TEXINFRA.NS     | Price:  113.61 | Entry:  111.34 | Target:  126.27 | Risk: LOW       
  IRMENERGY.NS    | Price:  294.25 | Entry:  288.37 | Target:  347.80 | Risk: LOW       
  SHREEPUSHK.NS   | Price:  407.10 | Entry:  398.96 | Target:  480.15 | Risk: LOW       
  VHL.NS          | Price: 3568.70 | Entry: 3497.33 | Target: 4193.06 | Risk: LOW       
  TBZ.NS          | Price:  273.00 | Entry:  267.54 | Target:  353.16 | Risk: LOW       
  SRM.NS          | Price:  520.70 | Entry:  510.29 | Target:  604.61 | Risk: LOW       
  RACLGEAR.NS     | Price: 1482.70 | Entry: 1453.05 | Target: 1793.52 | Risk: LOW       
  BLUSPRING.NS    | Price:  112.23 | Entry:  109.99 | Target:  144.17 | Risk: LOW       
  DVL.NS          | Price:  268.06 | Entry:   262.7 | Target:  317.74 | Risk: LOW       
  BCLIND.NS       | Price:   36.96 | Entry:   36.22 | Target:   42.28 | Risk: LOW       
  EIMCOELECO.NS   | Price: 1849.00 | Entry: 1812.02 | Target: 2152.68 | Risk: LOW       
  OAL.NS          | Price:  378.50 | Entry:  370.93 | Target:  477.63 | Risk: LOW       
  GEMAROMA.NS     | Price:  185.46 | Entry:  181.75 | Target:  227.02 | Risk: LOW       
  EXCELSOFT.NS    | Price:   83.65 | Entry:   81.98 | Target:   98.59 | Risk: LOW       
  PROSTARM.NS     | Price:  146.01 | Entry:  143.09 | Target:  173.27 | Risk: LOW       
  MATRIMONY.NS    | Price:  480.80 | Entry:  471.18 | Target:  559.39 | Risk: LOW       
  SWELECTES.NS    | Price:  670.60 | Entry:  657.19 | Target:  766.47 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   97.63 | Entry:   95.68 | Target:  120.68 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  247.95 | Entry:  242.99 | Target:  318.47 | Risk: LOW       
  BIL.NS          | Price:  830.35 | Entry:  813.74 | Target: 1020.28 | Risk: LOW       
  MAMATA.NS       | Price:  428.20 | Entry:  419.64 | Target:  487.58 | Risk: LOW       
  TNPL.NS         | Price:  156.60 | Entry:  153.47 | Target:  184.35 | Risk: LOW       
  AVTNPL.NS       | Price:   71.86 | Entry:   70.42 | Target:   80.78 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   87.98 | Entry:   86.22 | Target:  103.04 | Risk: LOW       
  CENTENKA.NS     | Price:  610.25 | Entry:  598.04 | Target:  750.91 | Risk: LOW       
  INDOFARM.NS     | Price:  158.97 | Entry:  155.79 | Target:  192.48 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   69.44 | Entry:   68.05 | Target:   86.18 | Risk: LOW       
  BHARATSE.NS     | Price:  240.89 | Entry:  236.07 | Target:  300.77 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  517.45 | Entry:   507.1 | Target:  585.20 | Risk: LOW       
  GANDHITUBE.NS   | Price:  889.70 | Entry:  871.91 | Target:  960.61 | Risk: LOW       
  CNL.NS          | Price: 1116.85 | Entry: 1094.51 | Target: 1462.64 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  252.77 | Entry:  247.71 | Target:  296.27 | Risk: LOW       
  XCHANGING.NS    | Price:   67.24 | Entry:    65.9 | Target:   76.21 | Risk: LOW       
  MVGJL.NS        | Price:  169.95 | Entry:  166.55 | Target:  206.33 | Risk: LOW       
  KODYTECH.NS     | Price: 1359.30 | Entry: 1332.11 | Target: 1675.73 | Risk: LOW       
  HEXATRADEX.NS   | Price:  163.32 | Entry:  160.05 | Target:  190.02 | Risk: LOW       
  GULPOLY.NS      | Price:  204.87 | Entry:  200.77 | Target:  264.03 | Risk: LOW       
  KUANTUM.NS      | Price:   86.04 | Entry:   84.32 | Target:  105.86 | Risk: LOW       
  TNPETRO.NS      | Price:  101.03 | Entry:   99.01 | Target:  118.68 | Risk: LOW       
  GICHSGFIN.NS    | Price:  152.88 | Entry:  149.82 | Target:  167.14 | Risk: LOW       
  PRIMESECU.NS    | Price:  296.05 | Entry:  290.13 | Target:  348.05 | Risk: LOW       
  PVSL.NS         | Price:  108.11 | Entry:  105.95 | Target:  127.71 | Risk: LOW       
  REMUS.NS        | Price:  842.25 | Entry:   825.4 | Target:  962.55 | Risk: LOW       
  SAURASHCEM.NS   | Price:   62.14 | Entry:    60.9 | Target:   83.11 | Risk: LOW       
  REGAAL.NS       | Price:   86.25 | Entry:   84.52 | Target:  103.75 | Risk: LOW       
  UFBL.NS         | Price:  807.60 | Entry:  791.45 | Target: 1001.26 | Risk: LOW       
  TVSELECT.NS     | Price:  506.90 | Entry:  496.76 | Target:  590.40 | Risk: LOW       
  MACPOWER.NS     | Price: 1681.10 | Entry: 1647.48 | Target: 2152.60 | Risk: LOW       
  BESTAGRO.NS     | Price:   20.08 | Entry:   19.68 | Target:   27.22 | Risk: LOW       
  TEMBO.NS        | Price:   60.95 | Entry:   59.73 | Target:   78.08 | Risk: LOW       
  VALIANTORG.NS   | Price:  288.50 | Entry:  282.73 | Target:  345.23 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  448.60 | Entry:  439.63 | Target:  601.53 | Risk: LOW       
  ARROWGREEN.NS   | Price:  781.40 | Entry:  765.77 | Target:  938.53 | Risk: LOW       
  KOTHARIPET.NS   | Price:  149.52 | Entry:  146.53 | Target:  183.92 | Risk: LOW       
  SANDESH.NS      | Price: 1134.45 | Entry: 1111.76 | Target: 1381.93 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  150.89 | Entry:  147.87 | Target:  178.07 | Risk: LOW       
  ANUHPHR.NS      | Price:   79.32 | Entry:   77.73 | Target:   89.43 | Risk: LOW       
  MAHASTEEL.NS    | Price: 1046.30 | Entry: 1025.37 | Target: 1343.03 | Risk: LOW       
  SUYOG.NS        | Price:  880.45 | Entry:  862.84 | Target: 1046.38 | Risk: LOW       
  MUNJALAU.NS     | Price:  102.46 | Entry:  100.41 | Target:  116.54 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  601.05 | Entry:  589.03 | Target:  750.28 | Risk: LOW       
  NGLFINE.NS      | Price: 3403.60 | Entry: 3335.53 | Target: 4173.03 | Risk: LOW       
  SNOWMAN.NS      | Price:   39.15 | Entry:   38.37 | Target:   47.25 | Risk: LOW       
  DHUNINV.NS      | Price:  928.50 | Entry:  909.93 | Target: 1112.41 | Risk: LOW       
  SGIL.NS         | Price:  603.30 | Entry:  591.23 | Target:  691.01 | Risk: LOW       
  CHEMCON.NS      | Price:  190.05 | Entry:  186.25 | Target:  225.97 | Risk: LOW       
  VLSFINANCE.NS   | Price:  265.10 | Entry:   259.8 | Target:  295.05 | Risk: LOW       
  SARLAPOLY.NS    | Price:  101.75 | Entry:   99.72 | Target:  119.98 | Risk: LOW       
  GKSL.NS         | Price:  134.38 | Entry:  131.69 | Target:  153.13 | Risk: LOW       
  AMBIKCO.NS      | Price: 1904.30 | Entry: 1866.21 | Target: 2166.12 | Risk: LOW       
  ADVANCE.NS      | Price:  127.18 | Entry:  124.64 | Target:  160.18 | Risk: LOW       
  RATNAVEER.NS    | Price:  206.10 | Entry:  201.98 | Target:  270.56 | Risk: LOW       
  SAKAR.NS        | Price:  924.65 | Entry:  906.16 | Target: 1155.10 | Risk: LOW       
  BODALCHEM.NS    | Price:   68.98 | Entry:    67.6 | Target:   86.83 | Risk: LOW       
  MUKKA.NS        | Price:   23.41 | Entry:   22.94 | Target:   27.45 | Risk: LOW       
  SATIA.NS        | Price:   63.48 | Entry:   62.21 | Target:   75.66 | Risk: LOW       
  KECL.NS         | Price:  143.51 | Entry:  140.64 | Target:  187.16 | Risk: LOW       
  NAHARSPING.NS   | Price:  316.25 | Entry:  309.93 | Target:  388.87 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  512.85 | Entry:  502.59 | Target:  636.87 | Risk: LOW       
  ATL.NS          | Price:   25.07 | Entry:   24.57 | Target:   30.08 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  121.59 | Entry:  119.16 | Target:  150.64 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  134.06 | Entry:  131.38 | Target:  169.30 | Risk: LOW       
  GEECEE.NS       | Price:  363.45 | Entry:  356.18 | Target:  434.79 | Risk: LOW       
  THEINVEST.NS    | Price:   98.14 | Entry:   96.18 | Target:  115.14 | Risk: LOW       
  PVP.NS          | Price:   34.74 | Entry:   34.05 | Target:   43.26 | Risk: LOW       
  DMCC.NS         | Price:  277.65 | Entry:   272.1 | Target:  340.99 | Risk: LOW       
  RKSWAMY.NS      | Price:  103.33 | Entry:  101.26 | Target:  123.58 | Risk: LOW       
  SUBEXLTD.NS     | Price:   13.74 | Entry:   13.47 | Target:   16.85 | Risk: LOW       
  GLOSTERLTD.NS   | Price:  697.45 | Entry:   683.5 | Target:  813.27 | Risk: LOW       
  NRAIL.NS        | Price:  544.55 | Entry:  533.66 | Target:  705.37 | Risk: LOW       
  DREAMFOLKS.NS   | Price:   70.11 | Entry:   68.71 | Target:   82.12 | Risk: LOW       
  ACCENTMIC.NS    | Price:  543.90 | Entry:  533.02 | Target:  634.63 | Risk: LOW       
  MAANALU.NS      | Price:  124.43 | Entry:  121.94 | Target:  150.03 | Risk: LOW       
  IRIS.NS         | Price:  257.45 | Entry:   252.3 | Target:  323.67 | Risk: LOW       
  VISAKAIND.NS    | Price:   98.72 | Entry:   96.75 | Target:  121.55 | Risk: LOW       
  MMP.NS          | Price:  326.25 | Entry:  319.72 | Target:  390.11 | Risk: LOW       
  GFLLIMITED.NS   | Price:   50.77 | Entry:   49.75 | Target:   60.13 | Risk: LOW       
  MENONBE.NS      | Price:  237.35 | Entry:   232.6 | Target:  303.96 | Risk: LOW       
  CHEVIOT.NS      | Price: 1165.60 | Entry: 1142.29 | Target: 1399.25 | Risk: LOW       
  KILITCH.NS      | Price:  193.52 | Entry:  189.65 | Target:  229.67 | Risk: LOW       
  SICALLOG.NS     | Price:  102.56 | Entry:  100.51 | Target:  135.88 | Risk: LOW       
  MWL.NS          | Price:   42.30 | Entry:   41.45 | Target:   51.32 | Risk: LOW       
  ASIANHOTNR.NS   | Price:  312.70 | Entry:  306.45 | Target:  412.09 | Risk: LOW       
  GANESHBE.NS     | Price:  120.41 | Entry:   118.0 | Target:  159.86 | Risk: LOW       
  BORANA.NS       | Price:  339.60 | Entry:  332.81 | Target:  409.05 | Risk: LOW       
  SHALPAINTS.NS   | Price:   84.47 | Entry:   82.78 | Target:  119.40 | Risk: LOW       
  ONMOBILE.NS     | Price:   69.70 | Entry:   68.31 | Target:   82.17 | Risk: LOW       
  GLOTTIS.NS      | Price:   69.06 | Entry:   67.68 | Target:   78.67 | Risk: LOW       
  IRISDOREME.NS   | Price:   54.52 | Entry:   53.43 | Target:   65.61 | Risk: LOW       
  SILINV.NS       | Price:  440.70 | Entry:  431.89 | Target:  515.00 | Risk: LOW       
  SPECIALITY.NS   | Price:  145.17 | Entry:  142.27 | Target:  180.78 | Risk: LOW       
  OCCLLTD.NS      | Price:  157.09 | Entry:  153.95 | Target:  200.42 | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.54 | Entry:   37.77 | Target:   47.22 | Risk: LOW       
  PYRAMID.NS      | Price:  175.35 | Entry:  171.84 | Target:  220.04 | Risk: LOW       
  CONSOFINVT.NS   | Price:  296.25 | Entry:  290.32 | Target:  368.50 | Risk: LOW       
  KRONOX.NS       | Price:  163.55 | Entry:  160.28 | Target:  194.59 | Risk: LOW       
  RADIANTCMS.NS   | Price:   38.99 | Entry:   38.21 | Target:   44.65 | Risk: LOW       
  BAHETI.NS       | Price:  769.55 | Entry:  754.16 | Target:  874.78 | Risk: LOW       
  HMVL.NS         | Price:   98.67 | Entry:    96.7 | Target:  125.60 | Risk: LOW       
  COMSYN.NS       | Price:  224.83 | Entry:  220.33 | Target:  306.95 | Risk: LOW       
  VINSYS.NS       | Price:  577.00 | Entry:  565.46 | Target:  635.48 | Risk: LOW       
  RBZJEWEL.NS     | Price:  150.91 | Entry:  147.89 | Target:  179.29 | Risk: LOW       
  HERCULES.NS     | Price:  159.32 | Entry:  156.13 | Target:  160.21 | Risk: LOW       
  ORIENTPPR.NS    | Price:   18.51 | Entry:   18.14 | Target:   22.92 | Risk: LOW       
  LIBERTSHOE.NS   | Price:  262.30 | Entry:  257.05 | Target:  303.32 | Risk: LOW       
  ANNAPURNA.NS    | Price:  156.55 | Entry:  153.42 | Target:  194.44 | Risk: LOW       
  BMWVENTLTD.NS   | Price:   59.30 | Entry:   58.11 | Target:   71.23 | Risk: LOW       
  KAPSTON.NS      | Price:  525.90 | Entry:  515.38 | Target:  628.36 | Risk: LOW       
  DBOL.NS         | Price:  113.70 | Entry:  111.43 | Target:  140.51 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  134.21 | Entry:  131.53 | Target:  151.19 | Risk: LOW       
  ORBTEXP.NS      | Price:  252.72 | Entry:  247.67 | Target:  306.07 | Risk: LOW       
  TRANSWORLD.NS   | Price:  166.00 | Entry:  162.68 | Target:  199.26 | Risk: LOW       
  AVONMORE.NS     | Price:   10.93 | Entry:   10.71 | Target:   13.95 | Risk: LOW       
  CGRAPHICS.NS    | Price:  150.00 | Entry:   147.0 | Target:  184.96 | Risk: LOW       
  CPEDU.NS        | Price:  212.09 | Entry:  207.85 | Target:  269.89 | Risk: LOW       
  PAVNAIND.NS     | Price:   18.31 | Entry:   17.94 | Target:   24.99 | Risk: LOW       
  NAHARINDUS.NS   | Price:  127.72 | Entry:  125.17 | Target:  150.74 | Risk: LOW       
  PANACHE.NS      | Price:  458.55 | Entry:  449.38 | Target:  573.80 | Risk: LOW       
  HTMEDIA.NS      | Price:   27.74 | Entry:   27.19 | Target:   35.89 | Risk: LOW       
  UGARSUGAR.NS    | Price:   45.00 | Entry:    44.1 | Target:   55.58 | Risk: LOW       
  XTGLOBAL.NS     | Price:   31.66 | Entry:   31.03 | Target:   40.96 | Risk: LOW       
  SINCLAIR.NS     | Price:   77.03 | Entry:   75.49 | Target:   91.23 | Risk: LOW       
  HIGREEN.NS      | Price:  138.95 | Entry:  136.17 | Target:  160.38 | Risk: LOW       
  MOLDTECH.NS     | Price:  191.41 | Entry:  187.58 | Target:  255.26 | Risk: LOW       
  SIGMA.NS        | Price:   46.37 | Entry:   45.44 | Target:   65.42 | Risk: LOW       
  NAHARCAP.NS     | Price:  266.64 | Entry:  261.31 | Target:  316.05 | Risk: LOW       
  ORIENTCER.NS    | Price:   42.58 | Entry:   41.73 | Target:   49.78 | Risk: LOW       
  PLASTIBLEN.NS   | Price:  197.69 | Entry:  193.74 | Target:  229.02 | Risk: LOW       
  BIRLACABLE.NS   | Price:  254.21 | Entry:  249.13 | Target:  310.71 | Risk: LOW       
  AMANTA.NS       | Price:  166.15 | Entry:  162.83 | Target:  181.94 | Risk: LOW       
  THOMASCOTT.NS   | Price:  315.15 | Entry:  308.85 | Target:  413.47 | Risk: LOW       
  NRL.NS          | Price:  116.90 | Entry:  114.56 | Target:  128.14 | Risk: LOW       
  MUTHOOTCAP.NS   | Price:  259.21 | Entry:  254.03 | Target:  311.50 | Risk: LOW       
  ALBERTDAVD.NS   | Price:  822.85 | Entry:  806.39 | Target:  954.75 | Risk: LOW       
  RAMANEWS.NS     | Price:   33.08 | Entry:   32.42 | Target:   41.89 | Risk: LOW       
  KRITINUT.NS     | Price:   90.06 | Entry:   88.26 | Target:  112.87 | Risk: LOW       
  PCCL.NS         | Price:  297.40 | Entry:  291.45 | Target:  349.74 | Risk: LOW       
  REMSONSIND.NS   | Price:   90.24 | Entry:   88.44 | Target:  107.41 | Risk: LOW       
  ASHIMASYN.NS    | Price:   18.19 | Entry:   17.83 | Target:   24.20 | Risk: LOW       
  GENUSPAPER.NS   | Price:   12.36 | Entry:   12.11 | Target:   15.79 | Risk: LOW       
  DENORA.NS       | Price:  887.80 | Entry:  870.04 | Target: 1083.26 | Risk: LOW       
  SPCENET.NS      | Price:    3.86 | Entry:    3.78 | Target:    4.65 | Risk: LOW       
  BEDMUTHA.NS     | Price:  113.01 | Entry:  110.75 | Target:  135.47 | Risk: LOW       
  UNIDT.NS        | Price:  234.98 | Entry:  230.28 | Target:  282.60 | Risk: LOW       
  RUCHIRA.NS      | Price:  111.18 | Entry:  108.96 | Target:  126.89 | Risk: LOW       
  SHIVAUM.NS      | Price:  421.00 | Entry:  412.58 | Target:  537.21 | Risk: LOW       
  MANAKSTEEL.NS   | Price:   84.43 | Entry:   82.74 | Target:  110.63 | Risk: LOW       
  AARTISURF.NS    | Price:  535.95 | Entry:  525.23 | Target:  680.31 | Risk: LOW       
  BBTCL.NS        | Price:  225.30 | Entry:  220.79 | Target:  282.09 | Risk: LOW       
  DYNPRO.NS       | Price:  260.70 | Entry:  255.49 | Target:  324.07 | Risk: LOW       
  IL&FSENGG.NS    | Price:   36.86 | Entry:   36.12 | Target:   46.09 | Risk: LOW       
  INFINIUM.NS     | Price:  219.50 | Entry:  215.11 | Target:  244.04 | Risk: LOW       
  SUMIT.NS        | Price:   56.77 | Entry:   55.63 | Target:   72.06 | Risk: LOW       
  OILCOUNTUB.NS   | Price:   60.73 | Entry:   59.52 | Target:   74.62 | Risk: LOW       
  3IINFOLTD.NS    | Price:   25.79 | Entry:   25.27 | Target:   32.26 | Risk: LOW       
  IITL.NS         | Price:  144.86 | Entry:  141.96 | Target:  197.24 | Risk: LOW       
  DCI.NS          | Price:  354.05 | Entry:  346.97 | Target:  465.91 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   17.66 | Entry:   17.31 | Target:   19.24 | Risk: LOW       
  MEDICO.NS       | Price:   46.98 | Entry:   46.04 | Target:   62.75 | Risk: LOW       
  LOKESHMACH.NS   | Price:  344.40 | Entry:  337.51 | Target:  370.88 | Risk: LOW       
  HARRMALAYA.NS   | Price:  222.53 | Entry:  218.08 | Target:  261.98 | Risk: LOW       
  MANCREDIT.NS    | Price:  240.09 | Entry:  235.29 | Target:  324.09 | Risk: LOW       
  ASAHISONG.NS    | Price:  365.50 | Entry:  358.19 | Target:  505.34 | Risk: LOW       
  EFACTOR.NS      | Price:  180.00 | Entry:   176.4 | Target:  218.77 | Risk: LOW       
  MARKOLINES.NS   | Price:  178.46 | Entry:  174.89 | Target:  209.22 | Risk: LOW       
  SKP.NS          | Price:  171.00 | Entry:  167.58 | Target:  190.48 | Risk: LOW       
  KCPSUGIND.NS    | Price:   29.96 | Entry:   29.36 | Target:   43.36 | Risk: LOW       
  MAWANASUG.NS    | Price:  115.83 | Entry:  113.51 | Target:  139.19 | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.73 | Entry:   43.84 | Target:   53.47 | Risk: LOW       
  MANOMAY.NS      | Price:  218.79 | Entry:  214.41 | Target:  250.61 | Risk: LOW       
  AFFORDABLE.NS   | Price:  196.05 | Entry:  192.13 | Target:  238.82 | Risk: LOW       
  ATLANTAA.NS     | Price:   40.13 | Entry:   39.33 | Target:   50.50 | Risk: LOW       
  FROG.NS         | Price:  214.20 | Entry:  209.92 | Target:  242.75 | Risk: LOW       
  ALMONDZ.NS      | Price:   14.47 | Entry:   14.18 | Target:   19.56 | Risk: LOW       
  SINTERCOM.NS    | Price:   83.74 | Entry:   82.07 | Target:  103.01 | Risk: LOW       
  PPAP.NS         | Price:  321.35 | Entry:  314.92 | Target:  402.03 | Risk: LOW       
  VMSTMT.NS       | Price:   46.11 | Entry:   45.19 | Target:   52.67 | Risk: LOW       
  DIAMINESQ.NS    | Price:  260.79 | Entry:  255.57 | Target:  317.54 | Risk: LOW       
  TREJHARA.NS     | Price:  177.66 | Entry:  174.11 | Target:  216.97 | Risk: LOW       
  AUTOIND.NS      | Price:   93.83 | Entry:   91.95 | Target:  116.07 | Risk: LOW       
  A2ZINFRA.NS     | Price:   17.39 | Entry:   17.04 | Target:   22.55 | Risk: LOW       
  PRIZOR.NS       | Price:  899.00 | Entry:  881.02 | Target: 1023.07 | Risk: LOW       
  BAFNAPH.NS      | Price:  285.00 | Entry:   279.3 | Target:  310.33 | Risk: LOW       
  CINELINE.NS     | Price:   90.83 | Entry:   89.01 | Target:  111.21 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   63.02 | Entry:   61.76 | Target:   81.61 | Risk: LOW       
  SHREYANIND.NS   | Price:  142.33 | Entry:  139.48 | Target:  170.55 | Risk: LOW       
  SAHYADRI.NS     | Price:  335.45 | Entry:  328.74 | Target:  409.95 | Risk: LOW       
  DCMNVL.NS       | Price:  156.92 | Entry:  153.78 | Target:  191.87 | Risk: LOW       
  UCAL.NS         | Price:  118.46 | Entry:  116.09 | Target:  136.22 | Risk: LOW       
  UYFINCORP.NS    | Price:   20.36 | Entry:   19.95 | Target:   26.06 | Risk: LOW       
  JAYSREETEA.NS   | Price:   87.02 | Entry:   85.28 | Target:  100.26 | Risk: LOW       
  UNIVASTU.NS     | Price:  134.75 | Entry:  132.06 | Target:  174.53 | Risk: LOW       
  KOTYARK.NS      | Price:   40.68 | Entry:   39.87 | Target:   50.99 | Risk: LOW       
  RVTH.NS         | Price:  733.45 | Entry:  718.78 | Target:  886.63 | Risk: LOW       
  RADIOCITY.NS    | Price:    6.85 | Entry:    6.71 | Target:    9.01 | Risk: LOW       
  PRITIKAUTO.NS   | Price:   18.22 | Entry:   17.86 | Target:   22.41 | Risk: LOW       
  CHAVDA.NS       | Price:  140.75 | Entry:  137.94 | Target:  167.18 | Risk: LOW       
  RBS.NS          | Price:   91.50 | Entry:   89.67 | Target:  113.34 | Risk: LOW       
  SCPL.NS         | Price:  639.90 | Entry:   627.1 | Target:  852.38 | Risk: LOW       
  PRATHAM.NS      | Price:  120.00 | Entry:   117.6 | Target:  133.73 | Risk: LOW       
  REPL.NS         | Price:   67.39 | Entry:   66.04 | Target:   84.49 | Risk: LOW       
  TCL.NS          | Price:  118.85 | Entry:  116.47 | Target:  147.78 | Risk: LOW       
  SUPREMEINF.NS   | Price:   91.36 | Entry:   89.53 | Target:  121.16 | Risk: LOW       
  STARPAPER.NS    | Price:  152.53 | Entry:  149.48 | Target:  183.73 | Risk: LOW       
  NURECA.NS       | Price:  342.60 | Entry:  335.75 | Target:  438.69 | Risk: LOW       
  RUDRA.NS        | Price:   17.76 | Entry:    17.4 | Target:   22.16 | Risk: LOW       
  KOTARISUG.NS    | Price:   26.43 | Entry:    25.9 | Target:   31.31 | Risk: LOW       
  SADHNANIQ.NS    | Price:    3.02 | Entry:    2.96 | Target:    3.48 | Risk: LOW       
  GILLANDERS.NS   | Price:   90.69 | Entry:   88.88 | Target:  113.72 | Risk: LOW       
  KMSUGAR.NS      | Price:   28.14 | Entry:   27.58 | Target:   33.13 | Risk: LOW       
  COMMITTED.NS    | Price:  349.70 | Entry:  342.71 | Target:  400.16 | Risk: LOW       
  PIGL.NS         | Price:  112.26 | Entry:  110.01 | Target:  140.01 | Risk: LOW       
  KALYANIFRG.NS   | Price:  635.40 | Entry:  622.69 | Target:  734.61 | Risk: LOW       
  ARIHANTACA.NS   | Price:  481.00 | Entry:  471.38 | Target:  499.57 | Risk: LOW       
  PONNIERODE.NS   | Price:  320.75 | Entry:  314.33 | Target:  373.46 | Risk: LOW       
  CPCAP.NS        | Price:  116.13 | Entry:  113.81 | Target:  136.42 | Risk: LOW       
  SALSTEEL.NS     | Price:   61.75 | Entry:   60.52 | Target:   78.42 | Risk: LOW       
  ATALREAL.NS     | Price:   35.30 | Entry:   34.59 | Target:   40.33 | Risk: LOW       
  SHIVATEX.NS     | Price:  162.62 | Entry:  159.37 | Target:  199.30 | Risk: LOW       
  CHEMBOND.NS     | Price:  177.06 | Entry:  173.52 | Target:  216.91 | Risk: LOW       
  CORDSCABLE.NS   | Price:  218.63 | Entry:  214.26 | Target:  256.98 | Risk: LOW       
  ABAN.NS         | Price:   19.99 | Entry:   19.59 | Target:   23.68 | Risk: LOW       
  WORTHPERI.NS    | Price:  163.13 | Entry:  159.87 | Target:  199.04 | Risk: LOW       
  MHLXMIRU.NS     | Price:  151.19 | Entry:  148.17 | Target:  176.88 | Risk: LOW       
  SPECTSTM.NS     | Price:   65.65 | Entry:   64.34 | Target:   85.65 | Risk: LOW       
  BASML.NS        | Price:   27.04 | Entry:    26.5 | Target:   32.13 | Risk: LOW       
  AMJLAND.NS      | Price:   39.36 | Entry:   38.57 | Target:   47.11 | Risk: LOW       
  NEPHROCARE.NS   | Price:   75.80 | Entry:   74.28 | Target:   92.01 | Risk: LOW       
  PRITIKA.NS      | Price:   64.00 | Entry:   62.72 | Target:   79.36 | Risk: LOW       
  PLAZACABLE.NS   | Price:   47.80 | Entry:   46.84 | Target:   56.54 | Risk: LOW       
  RANASUG.NS      | Price:   12.53 | Entry:   12.28 | Target:   14.55 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  278.23 | Entry:  272.67 | Target:  353.42 | Risk: LOW       
  NATCAPSUQ.NS    | Price:  155.04 | Entry:  151.94 | Target:  200.50 | Risk: LOW       
  SADBHAV.NS      | Price:    8.94 | Entry:    8.76 | Target:   11.56 | Risk: LOW       
  GULFPETRO.NS    | Price:   56.73 | Entry:    55.6 | Target:   71.60 | Risk: LOW       
  ARCHIDPLY.NS    | Price:   89.49 | Entry:    87.7 | Target:  109.55 | Risk: LOW       
  CENTEXT.NS      | Price:   23.00 | Entry:   22.54 | Target:   28.44 | Risk: LOW       
  TAINWALCHM.NS   | Price:  207.50 | Entry:  203.35 | Target:  259.64 | Risk: LOW       
  SIKKO.NS        | Price:    6.03 | Entry:    5.91 | Target:    7.49 | Risk: LOW       
  KESORAMIND.NS   | Price:   12.74 | Entry:   12.49 | Target:   15.37 | Risk: LOW       
  PURVFLEXI.NS    | Price:   50.05 | Entry:   49.05 | Target:   57.98 | Risk: LOW       
  MANAKALUCO.NS   | Price:   40.48 | Entry:   39.67 | Target:   49.49 | Risk: LOW       
  LAL.NS          | Price:    8.78 | Entry:     8.6 | Target:   12.52 | Risk: LOW       
  KORE.NS         | Price:  170.50 | Entry:  167.09 | Target:  230.00 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  159.50 | Entry:  156.31 | Target:  198.49 | Risk: LOW       
  CANARYS.NS      | Price:   23.70 | Entry:   23.23 | Target:   29.40 | Risk: LOW       
  IVP.NS          | Price:  168.71 | Entry:  165.34 | Target:  202.66 | Risk: LOW       
  QMSMEDI.NS      | Price:  113.30 | Entry:  111.03 | Target:  140.60 | Risk: LOW       
  ENSER.NS        | Price:   15.50 | Entry:   15.19 | Target:   21.12 | Risk: LOW       
